Order_ID,Customer_ID,Product_ID,Store_ID,Order_Date,Ship_Date,Month,Quarter,Year,Country,Nation,Region,City,Product_Category,Product_Subcategory,Product_Name,Sales_Channel,Customer_Segment,Units_Sold,Unit_Price,Discount,Revenue,Cost,Profit,Profit_Margin,Payment_Method,Delivery_Type,Satisfaction_Score,Returned_Units,Delivery_Days,Order_Status
ORD2024-01181,CUST01414,CAT006,STR010,2024-09-08,2024-09-10,Sep,Q3,2024,United Kingdom,England,North East,Newcastle upon Tyne,Home Accessories,Soft Furnishings,Hearth Throw Blanket,In-Store,Home Office,1,36.34,0.07,33.8,19.46,14.34,0.4243,Card,Click & Collect,3.5,0,2,Completed
ORD2024-01182,CUST00505,CAT027,STR007,2024-09-02,2024-09-03,Sep,Q3,2024,United Kingdom,Wales,Wales,Cardiff,Storage,Organisation,Metro Storage Box Pack,In-Store,Consumer,2,18.78,0.12,33.05,17.19,15.86,0.4799,PayPal,Click & Collect,5.0,0,1,Completed
ORD2024-01183,CUST00492,CAT038,STR008,2025-07-11,2025-07-11,Jul,Q3,2025,United Kingdom,Northern Ireland,Northern Ireland,Belfast,Garden,Outdoor Living,Verde Folding Chair,In-Store,Consumer,2,63.18,0.06,118.78,65.13,53.65,0.4517,PayPal,Store Pickup,4.3,0,0,Completed
ORD2024-01184,CUST01399,CAT010,ECH001,2025-12-14,2025-12-17,Dec,Q4,2025,United Kingdom,Wales,Wales,Cardiff,Furniture,Bedroom,Maple Chest of Drawers,Online,Small Business,2,268.06,0.0,536.12,385.96,150.16,0.2801,Bank Transfer,Standard,3.9,0,3,Completed
ORD2024-01185,CUST00077,CAT024,STR009,2024-08-07,2024-08-07,Aug,Q3,2024,United Kingdom,England,South West,Bristol,Garden,Seasonal,Patio Lantern Duo,In-Store,Premium,1,37.89,0.0,37.89,20.68,17.21,0.4542,Digital Wallet,Store Pickup,4.2,0,0,Completed
ORD2024-01186,CUST01186,CAT015,STR004,2025-08-12,2025-08-12,Aug,Q3,2025,United Kingdom,England,London,London,Kitchen,Storage,Pantry Glass Jar Set,In-Store,Small Business,1,24.33,0.0,24.33,10.11,14.22,0.5845,Bank Transfer,Store Pickup,3.8,0,0,Completed
ORD2024-01187,CUST00008,CAT008,ECH003,2024-10-11,2024-10-16,Oct,Q4,2024,United Kingdom,Scotland,Scotland,Glasgow,Furniture,Living Room,Camden TV Stand,Online,Consumer,1,208.02,0.12,183.06,156.18,26.88,0.1468,Card,Standard,2.9,0,5,Completed
ORD2024-01188,CUST00545,CAT027,ECH002,2025-07-27,2025-07-30,Jul,Q3,2025,United Kingdom,Scotland,Scotland,Glasgow,Storage,Organisation,Metro Storage Box Pack,Online,Small Business,3,18.81,0.11,50.22,30.76,19.46,0.3875,Card,Standard,4.4,0,3,Completed
ORD2024-01189,CUST01071,CAT028,STR004,2025-03-29,2025-03-29,Mar,Q1,2025,United Kingdom,England,London,London,Storage,Organisation,Studio Shelf Unit,In-Store,Consumer,2,105.94,0.07,197.05,125.25,71.8,0.3644,Card,Store Pickup,4.2,0,0,Completed
ORD2024-01190,CUST00231,CAT008,ECH003,2024-01-24,2024-01-25,Jan,Q1,2024,United Kingdom,England,South East,Reading,Furniture,Living Room,Camden TV Stand,Online,Consumer,1,199.76,0.0,199.76,155.07,44.69,0.2237,Card,Express,4.3,0,1,Completed
ORD2024-01191,CUST00175,CAT028,STR006,2024-05-17,2024-05-17,May,Q2,2024,United Kingdom,Scotland,Scotland,Glasgow,Storage,Organisation,Studio Shelf Unit,In-Store,Small Business,3,91.76,0.0,275.28,191.99,83.29,0.3026,PayPal,Store Pickup,4.4,0,0,Completed
ORD2024-01192,CUST01129,CAT019,ECH002,2025-09-22,2025-09-27,Sep,Q3,2025,United Kingdom,Northern Ireland,Northern Ireland,Derry,Electronics,Small Tech,Nova Smart Plug Twin Pack,Online,Consumer,1,27.14,0.17,22.53,18.6,3.93,0.1744,Card,Standard,4.2,0,5,Completed
ORD2024-01193,CUST00524,CAT016,ECH001,2025-01-17,2025-01-19,Jan,Q1,2025,United Kingdom,England,Yorkshire and The Humber,Sheffield,Kitchen,Appliances,Harbour Kettle,Online,Consumer,1,48.0,0.0,48.0,34.13,13.87,0.289,PayPal,Click & Collect,4.0,0,2,Completed
ORD2024-01194,CUST00106,CAT025,ECH002,2025-03-17,2025-03-18,Mar,Q1,2025,United Kingdom,England,South West,Plymouth,Personal Care,Wellbeing,PureMist Humidifier,Online,Home Office,1,51.51,0.0,51.51,39.72,11.79,0.2289,Card,Express,4.4,0,1,Completed
ORD2024-01195,CUST00072,CAT007,STR004,2025-02-28,2025-02-28,Feb,Q1,2025,United Kingdom,England,London,London,Furniture,Living Room,Riverside Coffee Table,In-Store,Consumer,1,151.75,0.0,151.75,94.78,56.97,0.3754,Card,Store Pickup,4.7,0,0,Completed
ORD2024-01196,CUST01154,CAT015,ECH002,2025-09-22,2025-09-27,Sep,Q3,2025,United Kingdom,England,East Midlands,Nottingham,Kitchen,Storage,Pantry Glass Jar Set,Online,Consumer,2,21.45,0.12,37.75,24.48,13.27,0.3515,Card,Standard,3.9,0,5,Completed
ORD2024-01197,CUST00155,CAT020,STR003,2024-11-19,2024-11-19,Nov,Q4,2024,United Kingdom,England,West Midlands,Birmingham,Electronics,Workspace,Folio Wireless Keyboard,In-Store,Consumer,4,64.51,0.0,258.04,158.56,99.48,0.3855,PayPal,Store Pickup,4.4,0,0,Completed
ORD2024-01198,CUST00932,CAT003,ECH002,2024-05-28,2024-05-29,May,Q2,2024,United Kingdom,England,North East,Sunderland,Home Accessories,Decor,Willow Ceramic Vase,Online,Consumer,3,23.6,0.13,61.6,43.83,17.77,0.2885,Card,Express,4.2,0,1,Completed
ORD2024-01199,CUST01204,CAT039,STR003,2025-11-11,2025-11-11,Nov,Q4,2025,United Kingdom,England,Yorkshire and The Humber,Leeds,Personal Care,Wellbeing,Serene Heated Blanket,In-Store,Small Business,3,71.98,0.0,215.94,118.77,97.17,0.45,Digital Wallet,Store Pickup,4.3,0,0,Completed
ORD2024-01200,CUST00724,CAT018,ECH001,2025-02-22,2025-02-28,Feb,Q1,2025,United Kingdom,England,South West,Bristol,Electronics,Small Tech,Pulse Bluetooth Speaker,Online,Consumer,1,56.68,0.12,49.88,45.05,4.83,0.0968,Digital Wallet,Standard,4.0,0,6,Completed
ORD2024-01201,CUST00230,CAT032,ECH001,2025-08-11,2025-08-14,Aug,Q3,2025,United Kingdom,England,North West,Liverpool,Cleaning,Consumables,Eco Wipe Refill Bundle,Online,Consumer,2,16.55,0.08,30.45,15.88,14.57,0.4785,PayPal,Click & Collect,4.1,0,3,Completed
ORD2024-01202,CUST00523,CAT040,STR009,2024-05-09,2024-05-09,May,Q2,2024,United Kingdom,England,South East,Reading,Storage,Organisation,Loft Label Maker,In-Store,Consumer,2,29.91,0.0,59.82,33.61,26.21,0.4381,PayPal,Store Pickup,3.4,0,0,Completed
ORD2024-01203,CUST01142,CAT014,STR002,2025-05-17,2025-05-17,May,Q2,2025,United Kingdom,England,West Midlands,Birmingham,Kitchen,Cookware,Forge Frying Pan,In-Store,Consumer,1,34.94,0.0,34.94,19.27,15.67,0.4485,Bank Transfer,Store Pickup,4.9,0,0,Completed
ORD2024-01204,CUST00413,CAT040,STR003,2024-11-29,2024-11-29,Nov,Q4,2024,United Kingdom,England,Yorkshire and The Humber,Leeds,Storage,Organisation,Loft Label Maker,In-Store,Premium,1,31.64,0.0,31.64,17.05,14.59,0.4611,Digital Wallet,Store Pickup,4.1,0,0,Completed
ORD2024-01205,CUST00653,CAT016,STR003,2024-01-10,2024-01-12,Jan,Q1,2024,United Kingdom,England,Yorkshire and The Humber,Leeds,Kitchen,Appliances,Harbour Kettle,In-Store,Small Business,1,49.93,0.0,49.93,34.62,15.31,0.3066,Card,Standard,4.8,0,2,Completed
ORD2024-01206,CUST00043,CAT026,STR007,2024-10-25,2024-10-25,Oct,Q4,2024,United Kingdom,Wales,Wales,Cardiff,Personal Care,Wellbeing,CalmAir Diffuser,In-Store,Home Office,3,41.87,0.0,125.61,61.94,63.67,0.5069,Digital Wallet,Store Pickup,3.8,0,0,Completed
ORD2024-01207,CUST00185,CAT014,ECH002,2024-01-24,2024-01-28,Jan,Q1,2024,United Kingdom,England,North East,Newcastle upon Tyne,Kitchen,Cookware,Forge Frying Pan,Online,Small Business,2,34.27,0.0,68.54,43.58,24.96,0.3642,Digital Wallet,Standard,3.4,0,4,Completed
ORD2024-01208,CUST01584,CAT033,STR010,2025-07-08,2025-07-08,Jul,Q3,2025,United Kingdom,England,North East,Newcastle upon Tyne,Home Accessories,Decor,Elm Photo Frame Set,In-Store,Premium,2,18.06,0.08,33.23,15.49,17.74,0.5339,Card,Store Pickup,4.6,0,0,Completed
ORD2024-01209,CUST00084,CAT033,ECH003,2025-06-11,2025-06-13,Jun,Q2,2025,United Kingdom,Scotland,Scotland,Edinburgh,Home Accessories,Decor,Elm Photo Frame Set,Online,Consumer,1,17.37,0.13,15.11,10.14,4.97,0.3289,Digital Wallet,Click & Collect,4.7,0,2,Completed
ORD2024-01210,CUST01422,CAT027,ECH001,2024-11-12,2024-11-14,Nov,Q4,2024,United Kingdom,Scotland,Scotland,Edinburgh,Storage,Organisation,Metro Storage Box Pack,Online,Consumer,1,19.38,0.13,16.86,16.5,0.36,0.0214,Card,Express,4.5,0,2,Completed
ORD2024-01211,CUST00659,CAT016,STR010,2024-10-17,2024-10-17,Oct,Q4,2024,United Kingdom,England,North East,Newcastle upon Tyne,Kitchen,Appliances,Harbour Kettle,In-Store,Consumer,2,49.8,0.11,88.64,61.04,27.6,0.3114,PayPal,Store Pickup,4.7,0,0,Completed
ORD2024-01212,CUST01447,CAT025,STR009,2024-05-21,2024-05-22,May,Q2,2024,United Kingdom,England,South East,Reading,Personal Care,Wellbeing,PureMist Humidifier,In-Store,Premium,2,52.06,0.04,99.96,63.17,36.79,0.368,Card,Standard,3.9,0,1,Completed
ORD2024-01213,CUST00144,CAT008,ECH002,2025-04-23,2025-04-24,Apr,Q2,2025,United Kingdom,England,Yorkshire and The Humber,Leeds,Furniture,Living Room,Camden TV Stand,Online,Premium,2,212.3,0.0,424.6,295.73,128.87,0.3035,PayPal,Click & Collect,4.5,0,1,Completed
ORD2024-01214,CUST00286,CAT006,STR002,2025-12-04,2025-12-06,Dec,Q4,2025,United Kingdom,England,West Midlands,Birmingham,Home Accessories,Soft Furnishings,Hearth Throw Blanket,In-Store,Home Office,1,36.47,0.07,33.92,20.57,13.35,0.3936,Card,Standard,4.5,0,2,Completed
ORD2024-01215,CUST01233,CAT033,ECH002,2025-02-22,2025-02-23,Feb,Q1,2025,United Kingdom,England,South East,Reading,Home Accessories,Decor,Elm Photo Frame Set,Online,Consumer,1,17.73,0.08,16.31,16.13,0.18,0.011,Bank Transfer,Express,4.7,0,1,Completed
ORD2024-01216,CUST01285,CAT035,ECH001,2024-01-31,2024-02-05,Jan,Q1,2024,United Kingdom,England,Yorkshire and The Humber,Leeds,Furniture,Workspace,Apex Office Chair,Online,Consumer,1,162.12,0.0,162.12,121.14,40.98,0.2528,PayPal,Standard,3.4,0,5,Completed
ORD2024-01217,CUST00640,CAT035,STR005,2024-05-27,2024-05-27,May,Q2,2024,United Kingdom,England,South West,Bristol,Furniture,Workspace,Apex Office Chair,In-Store,Premium,1,161.29,0.04,154.84,109.55,45.29,0.2925,PayPal,Store Pickup,3.9,0,0,Completed
ORD2024-01218,CUST00420,CAT035,STR003,2024-12-24,2024-12-24,Dec,Q4,2024,United Kingdom,England,Yorkshire and The Humber,Leeds,Furniture,Workspace,Apex Office Chair,In-Store,Premium,1,171.48,0.0,171.48,113.93,57.55,0.3356,Card,Store Pickup,4.9,0,0,Completed
ORD2024-01219,CUST00376,CAT010,STR001,2025-03-04,2025-03-06,Mar,Q1,2025,United Kingdom,England,North West,Manchester,Furniture,Bedroom,Maple Chest of Drawers,In-Store,Consumer,1,251.96,0.06,236.84,177.98,58.86,0.2485,PayPal,Click & Collect,2.7,0,2,Completed
ORD2024-01220,CUST00906,CAT018,STR005,2024-10-27,2024-10-27,Oct,Q4,2024,United Kingdom,England,South West,Bristol,Electronics,Small Tech,Pulse Bluetooth Speaker,In-Store,Home Office,2,59.53,0.06,111.92,77.07,34.85,0.3114,Card,Store Pickup,4.9,0,0,Completed
ORD2024-01221,CUST01046,CAT008,STR008,2024-05-29,2024-05-29,May,Q2,2024,United Kingdom,Northern Ireland,Northern Ireland,Belfast,Furniture,Living Room,Camden TV Stand,In-Store,Small Business,1,199.98,0.0,199.98,148.19,51.79,0.259,Card,Store Pickup,4.4,0,0,Completed
ORD2024-01222,CUST01305,CAT016,STR010,2024-12-30,2024-12-30,Dec,Q4,2024,United Kingdom,England,North East,Newcastle upon Tyne,Kitchen,Appliances,Harbour Kettle,In-Store,Consumer,1,49.97,0.11,44.47,31.72,12.75,0.2867,Card,Store Pickup,4.1,0,0,Completed
ORD2024-01223,CUST00254,CAT028,STR010,2024-07-19,2024-07-19,Jul,Q3,2024,United Kingdom,England,North East,Newcastle upon Tyne,Storage,Organisation,Studio Shelf Unit,In-Store,Consumer,1,95.23,0.0,95.23,61.99,33.24,0.349,Card,Store Pickup,4.0,0,0,Completed
ORD2024-01224,CUST00367,CAT039,STR005,2025-03-05,2025-03-05,Mar,Q1,2025,United Kingdom,England,South West,Bristol,Personal Care,Wellbeing,Serene Heated Blanket,In-Store,Consumer,2,67.56,0.0,135.12,80.95,54.17,0.4009,Card,Store Pickup,5.0,0,0,Completed
ORD2024-01225,CUST00330,CAT012,ECH003,2024-03-25,2024-03-27,Mar,Q1,2024,United Kingdom,England,West Midlands,Birmingham,Furniture,Dining,Bromley Dining Table,Online,Consumer,1,329.3,0.0,329.3,250.66,78.64,0.2388,PayPal,Standard,4.0,0,2,Completed
ORD2024-01226,CUST01035,CAT032,ECH001,2024-06-16,2024-06-18,Jun,Q2,2024,United Kingdom,England,East Midlands,Nottingham,Cleaning,Consumables,Eco Wipe Refill Bundle,Online,Home Office,3,15.49,0.0,46.47,25.36,21.11,0.4543,Bank Transfer,Standard,4.3,0,2,Completed
ORD2024-01227,CUST00430,CAT020,STR008,2024-09-03,2024-09-03,Sep,Q3,2024,United Kingdom,Northern Ireland,Northern Ireland,Belfast,Electronics,Workspace,Folio Wireless Keyboard,In-Store,Consumer,1,60.07,0.06,56.47,40.01,16.46,0.2915,Card,Store Pickup,4.7,0,0,Completed
ORD2024-01228,CUST00319,CAT040,STR010,2024-02-22,2024-02-26,Feb,Q1,2024,United Kingdom,England,North East,Newcastle upon Tyne,Storage,Organisation,Loft Label Maker,In-Store,Consumer,1,30.58,0.0,30.58,19.87,10.71,0.3502,Card,Standard,4.6,0,4,Completed
ORD2024-01229,CUST00897,CAT040,ECH003,2025-12-24,2025-12-29,Dec,Q4,2025,United Kingdom,England,Yorkshire and The Humber,Sheffield,Storage,Organisation,Loft Label Maker,Online,Consumer,2,31.38,0.08,57.74,40.16,17.58,0.3045,Card,Standard,3.0,0,5,Delivered Late
ORD2024-01230,CUST00874,CAT028,STR009,2024-06-07,2024-06-07,Jun,Q2,2024,United Kingdom,England,South West,Bristol,Storage,Organisation,Studio Shelf Unit,In-Store,Consumer,1,98.75,0.07,91.84,62.65,29.19,0.3178,Card,Store Pickup,4.4,0,0,Completed
ORD2024-01231,CUST00465,CAT007,STR007,2024-04-18,2024-04-18,Apr,Q2,2024,United Kingdom,Wales,Wales,Cardiff,Furniture,Living Room,Riverside Coffee Table,In-Store,Small Business,1,148.46,0.05,141.04,94.93,46.11,0.3269,Digital Wallet,Store Pickup,4.1,0,0,Completed
ORD2024-01232,CUST01371,CAT018,ECH001,2025-02-08,2025-02-13,Feb,Q1,2025,United Kingdom,England,East Midlands,Nottingham,Electronics,Small Tech,Pulse Bluetooth Speaker,Online,Consumer,8,55.3,0.12,389.31,336.34,52.97,0.1361,Card,Standard,3.7,0,5,Completed
ORD2024-01233,CUST01365,CAT005,ECH002,2025-11-30,2025-12-01,Nov,Q4,2025,United Kingdom,Northern Ireland,Northern Ireland,Belfast,Home Accessories,Soft Furnishings,Kensington Cushion Set,Online,Premium,2,28.68,0.0,57.36,38.69,18.67,0.3255,Card,Express,4.6,0,1,Completed
ORD2024-01234,CUST00611,CAT009,ECH001,2024-01-10,2024-01-15,Jan,Q1,2024,United Kingdom,England,South West,Bristol,Furniture,Bedroom,Oxford Bedside Table,Online,Small Business,1,90.56,0.14,77.88,63.11,14.77,0.1897,Digital Wallet,Standard,3.8,0,5,Completed
ORD2024-01235,CUST00455,CAT030,ECH003,2025-05-30,2025-06-04,May,Q2,2025,United Kingdom,England,West Midlands,Coventry,Cleaning,Home Care,Swift Steam Mop,Online,Small Business,1,82.67,0.0,82.67,59.56,23.11,0.2795,Card,Standard,3.2,1,5,Returned
ORD2024-01236,CUST01463,CAT035,STR005,2024-09-07,2024-09-07,Sep,Q3,2024,United Kingdom,England,South West,Bristol,Furniture,Workspace,Apex Office Chair,In-Store,Consumer,2,166.51,0.0,333.02,217.71,115.31,0.3463,PayPal,Store Pickup,4.4,0,0,Completed
ORD2024-01237,CUST01022,CAT015,ECH001,2025-06-01,2025-06-06,Jun,Q2,2025,United Kingdom,England,South West,Bristol,Kitchen,Storage,Pantry Glass Jar Set,Online,Consumer,4,22.15,0.0,88.6,45.83,42.77,0.4827,Card,Standard,3.5,0,5,Completed
ORD2024-01238,CUST01010,CAT015,STR003,2025-01-16,2025-01-16,Jan,Q1,2025,United Kingdom,England,Yorkshire and The Humber,Leeds,Kitchen,Storage,Pantry Glass Jar Set,In-Store,Consumer,3,21.56,0.0,64.68,30.33,34.35,0.5311,PayPal,Store Pickup,4.1,0,0,Completed
ORD2024-01239,CUST00946,CAT019,ECH002,2024-06-06,2024-06-08,Jun,Q2,2024,United Kingdom,England,North East,Newcastle upon Tyne,Electronics,Small Tech,Nova Smart Plug Twin Pack,Online,Consumer,1,26.55,0.07,24.69,22.22,2.47,0.1,Card,Express,3.9,0,2,Completed
ORD2024-01240,CUST00417,CAT013,STR008,2025-01-28,2025-01-28,Jan,Q1,2025,United Kingdom,Northern Ireland,Northern Ireland,Belfast,Kitchen,Cookware,Sterling Saucepan Set,In-Store,Small Business,3,93.12,0.05,265.39,178.36,87.03,0.3279,Card,Store Pickup,4.6,0,0,Completed
ORD2024-01241,CUST00629,CAT004,STR003,2024-10-30,2024-10-30,Oct,Q4,2024,United Kingdom,England,Yorkshire and The Humber,Leeds,Home Accessories,Decor,Alder Wall Mirror,In-Store,Consumer,4,68.02,0.0,272.08,145.56,126.52,0.465,Digital Wallet,Store Pickup,4.3,0,0,Completed
ORD2024-01242,CUST00303,CAT023,ECH003,2024-02-16,2024-02-22,Feb,Q1,2024,United Kingdom,England,West Midlands,Coventry,Garden,Outdoor Living,Oakwell Planter Trio,Online,Premium,1,40.92,0.0,40.92,27.68,13.24,0.3236,Bank Transfer,Standard,3.5,0,6,Completed
ORD2024-01243,CUST00427,CAT019,STR007,2025-12-09,2025-12-09,Dec,Q4,2025,United Kingdom,Wales,Wales,Cardiff,Electronics,Small Tech,Nova Smart Plug Twin Pack,In-Store,Small Business,1,28.31,0.0,28.31,14.05,14.26,0.5037,Card,Store Pickup,4.1,0,0,Completed
ORD2024-01244,CUST01072,CAT013,STR004,2025-12-11,2025-12-12,Dec,Q4,2025,United Kingdom,England,London,London,Kitchen,Cookware,Sterling Saucepan Set,In-Store,Small Business,1,106.71,0.0,106.71,61.14,45.57,0.427,Card,Click & Collect,4.1,0,1,Completed
ORD2024-01245,CUST00857,CAT021,STR006,2025-04-05,2025-04-05,Apr,Q2,2025,United Kingdom,Scotland,Scotland,Glasgow,Electronics,Workspace,Folio USB-C Dock,In-Store,Home Office,1,113.19,0.0,113.19,84.76,28.43,0.2512,Card,Store Pickup,3.4,0,0,Completed
ORD2024-01246,CUST00695,CAT015,ECH002,2025-08-23,2025-08-27,Aug,Q3,2025,United Kingdom,England,North West,Manchester,Kitchen,Storage,Pantry Glass Jar Set,Online,Consumer,3,21.17,0.12,55.89,35.13,20.76,0.3714,Card,Standard,4.2,0,4,Completed
ORD2024-01247,CUST00423,CAT026,ECH001,2025-10-20,2025-10-24,Oct,Q4,2025,United Kingdom,England,Yorkshire and The Humber,Sheffield,Personal Care,Wellbeing,CalmAir Diffuser,Online,Small Business,1,39.0,0.1,35.1,26.14,8.96,0.2553,PayPal,Standard,4.4,0,4,Completed
ORD2024-01248,CUST00323,CAT021,ECH002,2025-07-19,2025-07-22,Jul,Q3,2025,United Kingdom,England,West Midlands,Birmingham,Electronics,Workspace,Folio USB-C Dock,Online,Consumer,1,119.51,0.0,119.51,91.56,27.95,0.2339,Card,Standard,4.4,0,3,Completed
ORD2024-01249,CUST00061,CAT012,STR010,2024-01-15,2024-01-15,Jan,Q1,2024,United Kingdom,England,North East,Newcastle upon Tyne,Furniture,Dining,Bromley Dining Table,In-Store,Small Business,2,307.73,0.05,584.69,461.11,123.58,0.2114,PayPal,Store Pickup,3.3,0,0,Completed
ORD2024-01250,CUST00443,CAT004,ECH001,2024-02-10,2024-02-16,Feb,Q1,2024,United Kingdom,England,South East,Southampton,Home Accessories,Decor,Alder Wall Mirror,Online,Consumer,3,68.99,0.0,206.97,123.32,83.65,0.4042,Card,Standard,4.0,0,6,Completed
ORD2024-01251,CUST00903,CAT014,STR008,2024-09-04,2024-09-04,Sep,Q3,2024,United Kingdom,Northern Ireland,Northern Ireland,Belfast,Kitchen,Cookware,Forge Frying Pan,In-Store,Small Business,5,31.67,0.0,158.35,98.39,59.96,0.3787,Digital Wallet,Store Pickup,4.7,0,0,Completed
ORD2024-01252,CUST01127,CAT036,ECH003,2025-09-11,2025-09-16,Sep,Q3,2025,United Kingdom,England,East Midlands,Leicester,Furniture,Workspace,Apex Standing Desk,Online,Premium,1,281.09,0.05,267.04,216.23,50.81,0.1903,Card,Standard,3.5,0,5,Completed
ORD2024-01253,CUST01582,CAT015,STR001,2025-03-16,2025-03-16,Mar,Q1,2025,United Kingdom,England,North West,Manchester,Kitchen,Storage,Pantry Glass Jar Set,In-Store,Consumer,3,21.92,0.06,61.81,29.11,32.7,0.529,Digital Wallet,Store Pickup,4.3,0,0,Completed
ORD2024-01254,CUST01284,CAT028,ECH002,2025-06-01,2025-06-02,Jun,Q2,2025,United Kingdom,England,North East,Newcastle upon Tyne,Storage,Organisation,Studio Shelf Unit,Online,Consumer,2,100.48,0.0,200.96,131.18,69.78,0.3472,Digital Wallet,Click & Collect,4.7,0,1,Completed
ORD2024-01255,CUST00212,CAT019,STR003,2024-06-18,2024-06-18,Jun,Q2,2024,United Kingdom,England,Yorkshire and The Humber,Leeds,Electronics,Small Tech,Nova Smart Plug Twin Pack,In-Store,Consumer,1,26.09,0.0,26.09,14.03,12.06,0.4622,Digital Wallet,Store Pickup,3.2,0,0,Completed
ORD2024-01256,CUST00356,CAT028,ECH001,2024-07-30,2024-08-04,Jul,Q3,2024,United Kingdom,England,East Midlands,Leicester,Storage,Organisation,Studio Shelf Unit,Online,Consumer,5,96.0,0.0,480.0,331.85,148.15,0.3086,Card,Standard,2.4,5,5,Returned
ORD2024-01257,CUST00692,CAT019,ECH003,2024-02-04,2024-02-07,Feb,Q1,2024,United Kingdom,Northern Ireland,Northern Ireland,Belfast,Electronics,Small Tech,Nova Smart Plug Twin Pack,Online,Home Office,1,25.47,0.07,23.69,18.38,5.31,0.2241,PayPal,Standard,4.4,0,3,Completed
ORD2024-01258,CUST00808,CAT036,STR003,2024-12-21,2024-12-21,Dec,Q4,2024,United Kingdom,England,North East,Newcastle upon Tyne,Furniture,Workspace,Apex Standing Desk,In-Store,Premium,1,312.58,0.0,312.58,208.05,104.53,0.3344,Digital Wallet,Store Pickup,4.7,0,0,Completed
ORD2024-01259,CUST00910,CAT036,STR007,2025-09-18,2025-09-18,Sep,Q3,2025,United Kingdom,Wales,Wales,Cardiff,Furniture,Workspace,Apex Standing Desk,In-Store,Consumer,1,278.74,0.0,278.74,205.59,73.15,0.2624,Card,Store Pickup,4.2,0,0,Completed
ORD2024-01260,CUST00374,CAT025,STR005,2025-08-02,2025-08-02,Aug,Q3,2025,United Kingdom,England,South West,Bristol,Personal Care,Wellbeing,PureMist Humidifier,In-Store,Home Office,1,51.78,0.06,48.67,30.09,18.58,0.3818,Card,Store Pickup,4.5,0,0,Completed
ORD2024-01261,CUST00763,CAT024,STR003,2024-10-07,2024-10-08,Oct,Q4,2024,United Kingdom,England,Yorkshire and The Humber,Leeds,Garden,Seasonal,Patio Lantern Duo,In-Store,Consumer,2,37.91,0.11,67.48,44.15,23.33,0.3457,Card,Standard,3.3,2,1,Returned
ORD2024-01262,CUST01215,CAT017,STR009,2024-11-18,2024-11-20,Nov,Q4,2024,United Kingdom,England,South East,Reading,Kitchen,Appliances,Harbour Toaster,In-Store,Consumer,4,44.92,0.0,179.68,115.85,63.83,0.3552,Card,Standard,3.9,0,2,Completed
ORD2024-01263,CUST01475,CAT013,ECH003,2024-11-02,2024-11-06,Nov,Q4,2024,United Kingdom,England,North West,Liverpool,Kitchen,Cookware,Sterling Saucepan Set,Online,Premium,1,102.57,0.05,97.44,65.2,32.24,0.3309,PayPal,Standard,3.9,0,4,Completed
ORD2024-01264,CUST00315,CAT005,STR004,2024-09-17,2024-09-17,Sep,Q3,2024,United Kingdom,England,London,London,Home Accessories,Soft Furnishings,Kensington Cushion Set,In-Store,Consumer,2,30.72,0.07,57.14,29.87,27.27,0.4772,Card,Store Pickup,4.7,0,0,Completed
ORD2024-01265,CUST00085,CAT006,STR007,2024-07-22,2024-07-26,Jul,Q3,2024,United Kingdom,Wales,Wales,Cardiff,Home Accessories,Soft Furnishings,Hearth Throw Blanket,In-Store,Consumer,4,36.74,0.07,136.67,73.95,62.72,0.4589,Card,Standard,3.6,0,4,Completed
ORD2024-01266,CUST00888,CAT030,ECH003,2025-10-13,2025-10-17,Oct,Q4,2025,United Kingdom,England,East of England,Cambridge,Cleaning,Home Care,Swift Steam Mop,Online,Home Office,3,85.58,0.08,236.2,180.92,55.28,0.234,Card,Standard,4.4,0,4,Completed
ORD2024-01267,CUST00353,CAT012,STR005,2024-05-08,2024-05-08,May,Q2,2024,United Kingdom,England,South West,Bristol,Furniture,Dining,Bromley Dining Table,In-Store,Home Office,1,316.48,0.15,269.01,234.23,34.78,0.1293,Card,Store Pickup,4.0,0,0,Completed
ORD2024-01268,CUST00718,CAT008,STR009,2025-11-10,2025-11-10,Nov,Q4,2025,United Kingdom,England,South East,Reading,Furniture,Living Room,Camden TV Stand,In-Store,Home Office,1,222.89,0.19,180.54,142.19,38.35,0.2124,Digital Wallet,Store Pickup,4.8,0,0,Completed
ORD2024-01269,CUST00186,CAT001,STR004,2024-03-30,2024-04-01,Mar,Q1,2024,United Kingdom,England,London,London,Home Accessories,Lighting,Aurora Desk Lamp,In-Store,Home Office,2,34.82,0.11,61.98,39.98,22.0,0.355,PayPal,Standard,4.0,0,2,Completed
ORD2024-01270,CUST00702,CAT010,STR006,2024-07-08,2024-07-08,Jul,Q3,2024,United Kingdom,Scotland,Scotland,Glasgow,Furniture,Bedroom,Maple Chest of Drawers,In-Store,Consumer,2,250.26,0.0,500.52,367.26,133.26,0.2662,Card,Store Pickup,4.4,0,0,Completed
ORD2024-01271,CUST00412,CAT036,STR003,2025-04-19,2025-04-19,Apr,Q2,2025,United Kingdom,England,Yorkshire and The Humber,Leeds,Furniture,Workspace,Apex Standing Desk,In-Store,Consumer,2,282.58,0.11,502.99,409.82,93.17,0.1852,Card,Store Pickup,4.0,0,0,Completed
